Time,NewReno_1_Bps,NewReno_2_Bps,NewReno_1_PktLoss,NewReno_2_PktLoss,NewReno_1_Cwnd,NewReno_2_Cwnd,JainsFairnessIndex
13.6,780000.0,465000.0,47.0,37.0,76622.0,76055.0,0.939836
13.7,705000.0,540000.0,33.0,54.0,77054.0,76757.0,0.982739
13.8,450000.0,795000.0,33.0,53.0,77459.0,77459.0,0.928687
13.9,480000.0,765000.0,49.0,38.0,78091.0,77935.0,0.9502070000000001
14.0,720000.0,540000.0,54.0,33.0,78767.0,78325.0,0.98
14.1,795000.0,450000.0,47.0,41.0,79365.0,78819.0,0.928687
14.2,645000.0,600000.0,35.0,55.0,79755.0,79521.0,0.998695
14.3,435000.0,810000.0,42.0,48.0,80223.0,80119.0,0.9168220000000001
14.4,615000.0,645000.0,51.0,39.0,80865.0,80561.0,0.9994330000000001
14.5,750000.0,495000.0,56.0,34.0,81540.0,80915.0,0.9597380000000001
14.6,750000.0,495000.0,36.0,56.0,81915.0,81590.0,0.9597380000000001
14.7,420000.0,825000.0,38.0,55.0,82290.0,82265.0,0.904306
14.8,555000.0,690000.0,54.0,42.0,82940.0,82665.0,0.988379
14.9,795000.0,465000.0,57.0,37.0,83640.0,82990.0,0.935809
15.0,705000.0,540000.0,36.0,57.0,83962.0,83690.0,0.982739
15.1,405000.0,840000.0,44.0,52.0,84370.0,84298.0,0.891203
15.2,600000.0,645000.0,58.0,39.0,85018.0,84658.0,0.998695
15.3,855000.0,405000.0,52.0,46.0,85618.0,85066.0,0.8868779999999999
15.4,570000.0,675000.0,38.0,60.0,85906.0,85762.0,0.992937
15.5,375000.0,870000.0,55.0,42.0,86410.0,86242.0,0.8635
15.6,810000.0,435000.0,60.0,39.0,87106.0,86554.0,0.9168220000000001
15.7,795000.0,450000.0,41.0,60.0,87508.0,87154.0,0.928687
15.8,375000.0,885000.0,46.0,55.0,87853.0,87784.0,0.85923
15.9,615000.0,630000.0,62.0,39.0,88497.0,88083.0,0.999855
16.0,915000.0,330000.0,45.0,58.0,89003.0,88543.0,0.819144
16.1,390000.0,855000.0,41.0,61.0,89256.0,89233.0,0.87758
16.2,570000.0,690000.0,58.0,45.0,89877.0,89578.0,0.991011
16.3,855000.0,390000.0,53.0,50.0,90475.0,89923.0,0.87758
16.4,510000.0,735000.0,41.0,63.0,90728.0,90636.0,0.968372
16.5,480000.0,765000.0,60.0,46.0,91297.0,91027.0,0.9502070000000001
16.6,885000.0,360000.0,57.0,51.0,91913.0,91341.0,0.849026
16.7,510000.0,750000.0,43.0,63.0,92133.0,92023.0,0.964989
16.8,480000.0,765000.0,59.0,46.0,92661.0,92397.0,0.9502070000000001
16.9,870000.0,375000.0,58.0,50.0,93277.0,92705.0,0.8635
17.0,510000.0,735000.0,44.0,65.0,93497.0,93409.0,0.968372
17.1,525000.0,735000.0,59.0,50.0,94047.0,93783.0,0.972973
17.2,870000.0,375000.0,54.0,55.0,94619.0,94113.0,0.8635
17.3,435000.0,810000.0,45.0,66.0,94839.0,94817.0,0.9168220000000001
17.4,540000.0,705000.0,65.0,45.0,95449.0,95103.0,0.982739
17.5,960000.0,285000.0,48.0,64.0,95932.0,95512.0,0.7728290000000001
17.6,315000.0,945000.0,51.0,60.0,96184.0,96121.0,0.8000000000000002
17.7,660000.0,585000.0,67.0,45.0,96814.0,96373.0,0.996384
17.8,855000.0,390000.0,47.0,67.0,97192.0,96877.0,0.87758
17.9,255000.0,990000.0,64.0,50.0,97549.0,97381.0,0.74155
18.0,885000.0,375000.0,67.0,47.0,98200.0,97612.0,0.85923
18.1,615000.0,630000.0,46.0,67.0,98410.0,98263.0,0.999855
18.2,465000.0,780000.0,62.0,54.0,98893.0,98662.0,0.939836
18.3,915000.0,330000.0,55.0,60.0,99460.0,98956.0,0.819144
18.4,360000.0,885000.0,51.0,67.0,99670.0,99649.0,0.849026
18.5,660000.0,600000.0,70.0,47.0,100299.0,99859.0,0.997738
18.6,825000.0,420000.0,49.0,70.0,100639.0,100359.0,0.904306
18.7,300000.0,945000.0,63.0,55.0,100979.0,100839.0,0.788396
18.8,930000.0,315000.0,64.0,54.0,101599.0,101039.0,0.803851
18.9,465000.0,795000.0,49.0,70.0,101759.0,101719.0,0.935809
19.0,570000.0,675000.0,71.0,49.0,102359.0,101959.0,0.992937
19.1,885000.0,360000.0,50.0,71.0,102739.0,102419.0,0.849026
19.2,255000.0,990000.0,66.0,56.0,103059.0,102919.0,0.74155
19.3,975000.0,270000.0,65.0,58.0,103699.0,103119.0,0.757199
19.4,405000.0,855000.0,50.0,71.0,103819.0,103819.0,0.8868779999999999
19.5,645000.0,600000.0,72.0,51.0,104459.0,104019.0,0.998695
19.6,795000.0,450000.0,51.0,72.0,104779.0,104519.0,0.928687
19.7,360000.0,885000.0,67.0,57.0,105162.0,104953.0,0.849026
19.8,990000.0,270000.0,57.0,67.0,105694.0,105219.0,0.7538459999999999
19.9,255000.0,990000.0,63.0,64.0,105903.0,105808.0,0.74155
20.0,840000.0,405000.0,73.0,53.0,106530.0,105960.0,0.891203
20.1,555000.0,690000.0,52.0,73.0,106682.0,106587.0,0.988379
20.2,525000.0,720000.0,74.0,53.0,107214.0,106853.0,0.9760560000000001
20.3,900000.0,360000.0,54.0,74.0,107594.0,107271.0,0.844828
20.4,285000.0,960000.0,69.0,60.0,107917.0,107746.0,0.7728290000000001
20.5,1020000.0,225000.0,59.0,69.0,108468.0,107974.0,0.710353
20.6,225000.0,1020000.0,67.0,63.0,108677.0,108563.0,0.710353
20.7,900000.0,360000.0,75.0,54.0,109323.0,108696.0,0.844828
20.8,480000.0,765000.0,55.0,75.0,109437.0,109380.0,0.9502070000000001
20.9,630000.0,615000.0,75.0,54.0,110026.0,109570.0,0.999855
21.0,750000.0,495000.0,56.0,76.0,110311.0,110083.0,0.9597380000000001
21.1,435000.0,810000.0,71.0,62.0,110710.0,110458.0,0.9168220000000001
21.2,945000.0,315000.0,56.0,77.0,111142.0,110782.0,0.8000000000000002
21.3,225000.0,1020000.0,69.0,63.0,111394.0,111268.0,0.710353
21.4,1020000.0,225000.0,64.0,70.0,111952.0,111466.0,0.710353
21.5,210000.0,1035000.0,72.0,62.0,112150.0,112006.0,0.6948760000000002
21.6,930000.0,330000.0,29.0,56.0,54300.0,112150.0,0.815157
21.7,394840.0,840000.0,2.0,19.0,54300.0,54300.0,0.8849870000000001
21.8,555000.0,514840.0,37.0,21.0,55212.0,54566.0,0.998593
21.9,555000.0,705000.0,40.0,19.0,55952.0,55397.0,0.986026
22.0,570000.0,675000.0,41.0,18.0,56655.0,56211.0,0.992937
22.1,630000.0,615000.0,37.0,22.0,57340.0,57016.0,0.999855
22.2,675000.0,570000.0,31.0,30.0,58024.0,57844.0,0.992937
22.3,660000.0,585000.0,27.0,36.0,58731.0,58626.0,0.996384
22.4,660000.0,600000.0,24.0,41.0,59431.0,59396.0,0.997738
22.5,630000.0,615000.0,22.0,42.0,60125.0,60125.0,0.999855
22.6,645000.0,600000.0,22.0,42.0,60839.0,60805.0,0.998695
22.7,645000.0,600000.0,23.0,43.0,61587.0,61485.0,0.998695
22.8,645000.0,615000.0,23.0,44.0,62283.0,62184.0,0.9994330000000001
22.9,615000.0,630000.0,24.0,45.0,62976.0,62877.0,0.999855
23.0,600000.0,645000.0,24.0,44.0,63633.0,63569.0,0.998695
23.1,615000.0,630000.0,24.0,45.0,64273.0,64241.0,0.999855
23.2,600000.0,645000.0,26.0,46.0,64945.0,64945.0,0.998695
23.3,600000.0,660000.0,31.0,41.0,65646.0,65553.0,0.997738
23.4,570000.0,675000.0,37.0,34.0,66328.0,66142.0,0.992937
23.5,585000.0,660000.0,43.0,31.0,67010.0,66762.0,0.996384
23.6,615000.0,630000.0,48.0,27.0,67721.0,67351.0,0.999855
23.7,690000.0,570000.0,49.0,27.0,68411.0,67931.0,0.991011
23.8,705000.0,540000.0,48.0,28.0,69101.0,68471.0,0.982739
23.9,690000.0,555000.0,43.0,33.0,69701.0,69101.0,0.988379
24.0,705000.0,540000.0,34.0,44.0,70259.0,69791.0,0.982739
24.1,615000.0,630000.0,29.0,50.0,70781.0,70491.0,0.999855
24.2,540000.0,720000.0,30.0,51.0,71303.0,71187.0,0.98
24.3,510000.0,735000.0,36.0,44.0,71883.0,71796.0,0.968372
24.4,525000.0,720000.0,50.0,30.0,72570.0,72289.0,0.9760560000000001
24.5,720000.0,525000.0,52.0,30.0,73270.0,72766.0,0.9760560000000001
24.6,750000.0,510000.0,51.0,32.0,73942.0,73270.0,0.964989
24.7,765000.0,480000.0,34.0,51.0,74418.0,73970.0,0.9502070000000001
24.8,510000.0,735000.0,32.0,52.0,74866.0,74670.0,0.968372
24.9,495000.0,750000.0,36.0,49.0,75353.0,75299.0,0.9597380000000001
25.0,510000.0,735000.0,54.0,34.0,76055.0,75758.0,0.968372
25.1,780000.0,480000.0,55.0,32.0,76757.0,76163.0,0.946352
25.2,795000.0,450000.0,42.0,47.0,77297.0,76757.0,0.928687
25.3,570000.0,675000.0,34.0,54.0,77701.0,77459.0,0.992937
25.4,465000.0,780000.0,37.0,50.0,78143.0,78091.0,0.939836
