Time,Cubic_1_Bps,Cubic_2_Bps,Cubic_1_PktLoss,Cubic_2_PktLoss,Cubic_1_Cwnd,Cubic_2_Cwnd,JainsFairnessIndex
101.9,825000.0,420000.0,290.0,223.0,117288.0,86880.0,0.904306
102.0,780000.0,480000.0,268.0,246.0,117288.0,88328.0,0.946352
102.1,435000.0,810000.0,290.0,225.0,118736.0,89776.0,0.9168220000000001
102.2,1140000.0,105000.0,270.0,247.0,118736.0,91224.0,0.59133
102.3,315000.0,930000.0,276.0,245.0,120184.0,94120.0,0.803851
102.4,1005000.0,240000.0,288.0,233.0,121632.0,94120.0,0.7259220000000001
102.5,540000.0,720000.0,273.0,252.0,123080.0,98464.0,0.98
102.6,705000.0,540000.0,294.0,233.0,123080.0,99912.0,0.982739
102.7,780000.0,465000.0,273.0,256.0,124528.0,102808.0,0.939836
102.8,495000.0,750000.0,295.0,230.0,125976.0,90528.0,0.9597380000000001
102.9,1005000.0,255000.0,237.0,214.0,88328.0,70952.0,0.738384
103.0,381280.0,595360.0,272.0,222.0,88328.0,72400.0,0.954154
103.1,836720.0,420000.0,252.0,236.0,91224.0,58672.0,0.900938
103.2,615000.0,623040.0,255.0,229.0,94120.0,52128.0,0.999958
103.3,720000.0,525000.0,256.0,231.0,95568.0,53576.0,0.9760560000000001
103.4,705000.0,555000.0,277.0,213.0,98464.0,55024.0,0.986026
103.5,990000.0,255000.0,277.0,214.0,101360.0,55024.0,0.74155
103.6,945000.0,300000.0,262.0,233.0,104256.0,56472.0,0.788396
103.7,660000.0,585000.0,263.0,232.0,105704.0,56472.0,0.996384
103.8,690000.0,570000.0,274.0,223.0,107152.0,57920.0,0.991011
103.9,945000.0,300000.0,285.0,213.0,110048.0,57920.0,0.788396
104.0,960000.0,285000.0,266.0,234.0,111496.0,57920.0,0.7728290000000001
104.1,645000.0,600000.0,268.0,235.0,112944.0,59368.0,0.998695
104.2,690000.0,555000.0,289.0,214.0,114392.0,59368.0,0.988379
104.3,1170000.0,90000.0,272.0,232.0,115840.0,59368.0,0.576471
104.4,675000.0,570000.0,270.0,235.0,117288.0,60816.0,0.992937
104.5,630000.0,615000.0,284.0,222.0,117288.0,60816.0,0.999855
104.6,1095000.0,150000.0,282.0,226.0,118736.0,60816.0,0.634463
104.7,780000.0,480000.0,273.0,236.0,120184.0,60816.0,0.946352
104.8,615000.0,630000.0,282.0,226.0,120184.0,60816.0,0.999855
104.9,1065000.0,180000.0,286.0,224.0,121632.0,60816.0,0.66432
105.0,795000.0,450000.0,274.0,237.0,123080.0,62264.0,0.928687
105.1,600000.0,645000.0,286.0,226.0,123080.0,62264.0,0.998695
105.2,1125000.0,135000.0,284.0,227.0,124528.0,62264.0,0.618297
105.3,750000.0,495000.0,276.0,237.0,124528.0,63712.0,0.9597380000000001
105.4,600000.0,645000.0,292.0,222.0,124528.0,63712.0,0.998695
105.5,1215000.0,30000.0,280.0,236.0,125976.0,63712.0,0.524676
105.6,630000.0,630000.0,276.0,239.0,125976.0,65160.0,1.0
105.7,675000.0,570000.0,297.0,217.0,125976.0,65160.0,0.992937
105.8,1140000.0,105000.0,278.0,238.0,127424.0,65160.0,0.59133
105.9,585000.0,660000.0,277.0,239.0,127424.0,66608.0,0.996384
106.0,870000.0,375000.0,299.0,220.0,127424.0,66608.0,0.8635
106.1,960000.0,300000.0,277.0,240.0,127424.0,66608.0,0.784698
106.2,555000.0,690000.0,286.0,233.0,127424.0,68056.0,0.988379
106.3,1125000.0,120000.0,285.0,233.0,127424.0,68056.0,0.605467
106.4,660000.0,585000.0,279.0,240.0,127424.0,68056.0,0.996384
106.5,660000.0,600000.0,299.0,220.0,127424.0,68056.0,0.997738
106.6,1155000.0,90000.0,278.0,241.0,127424.0,69504.0,0.577452
106.7,540000.0,705000.0,278.0,242.0,127424.0,69504.0,0.982739
106.8,945000.0,300000.0,297.0,222.0,127424.0,69504.0,0.788396
106.9,825000.0,420000.0,278.0,243.0,127424.0,70952.0,0.904306
107.0,525000.0,735000.0,297.0,224.0,127424.0,70952.0,0.972973
107.1,1245000.0,0.0,278.0,242.0,127424.0,70952.0,0.5
107.2,525000.0,720000.0,277.0,243.0,127424.0,72400.0,0.9760560000000001
107.3,840000.0,405000.0,299.0,224.0,127424.0,72400.0,0.891203
107.4,930000.0,330000.0,277.0,244.0,127424.0,72400.0,0.815157
107.5,495000.0,750000.0,292.0,231.0,127424.0,73848.0,0.9597380000000001
107.6,1215000.0,30000.0,279.0,243.0,127424.0,73848.0,0.524676
107.7,510000.0,735000.0,277.0,244.0,127424.0,73848.0,0.968372
107.8,810000.0,435000.0,299.0,226.0,127424.0,75296.0,0.9168220000000001
107.9,945000.0,315000.0,278.0,245.0,127424.0,75296.0,0.8000000000000002
108.0,480000.0,765000.0,292.0,232.0,127424.0,75296.0,0.9502070000000001
108.1,1215000.0,30000.0,279.0,245.0,127424.0,76744.0,0.524676
108.2,480000.0,765000.0,279.0,246.0,127424.0,76744.0,0.9502070000000001
108.3,840000.0,420000.0,299.0,226.0,127424.0,76744.0,0.9
108.4,885000.0,360000.0,278.0,247.0,127424.0,78192.0,0.849026
108.5,450000.0,795000.0,299.0,228.0,128872.0,78192.0,0.928687
108.6,1245000.0,0.0,278.0,248.0,128872.0,78192.0,0.5
108.7,435000.0,810000.0,279.0,249.0,128872.0,79640.0,0.9168220000000001
108.8,960000.0,300000.0,300.0,229.0,130320.0,79640.0,0.784698
108.9,720000.0,525000.0,280.0,248.0,130320.0,79640.0,0.9760560000000001
109.0,615000.0,630000.0,301.0,229.0,130320.0,81088.0,0.999855
109.1,1065000.0,180000.0,297.0,250.0,131768.0,82536.0,0.66432
109.2,411120.0,840000.0,320.0,240.0,131768.0,85432.0,0.894847
109.3,1189800.0,60000.0,280.0,248.0,92672.0,85432.0,0.550301
109.4,358320.0,885000.0,236.0,225.0,92672.0,60816.0,0.847857
109.5,781480.0,423480.0,288.0,240.0,95568.0,63712.0,0.918888
109.6,608880.0,646400.0,282.0,241.0,98464.0,66608.0,0.999107
109.7,630000.0,615000.0,304.0,221.0,101360.0,68056.0,0.999855
109.8,1035000.0,210000.0,295.0,233.0,104256.0,68056.0,0.6948760000000002
109.9,705000.0,555000.0,287.0,244.0,105704.0,70952.0,0.986026
110.0,525000.0,720000.0,299.0,235.0,107152.0,72400.0,0.9760560000000001
110.1,960000.0,285000.0,309.0,227.0,110048.0,73848.0,0.7728290000000001
110.2,780000.0,465000.0,291.0,247.0,112944.0,75296.0,0.939836
110.3,480000.0,765000.0,305.0,237.0,112944.0,76744.0,0.9502070000000001
110.4,1050000.0,210000.0,307.0,235.0,115840.0,76744.0,0.692308
110.5,660000.0,585000.0,294.0,250.0,117288.0,79640.0,0.996384
110.6,540000.0,705000.0,317.0,229.0,118736.0,79640.0,0.982739
110.7,1140000.0,105000.0,296.0,251.0,120184.0,81088.0,0.59133
110.8,435000.0,825000.0,298.0,253.0,121632.0,82536.0,0.9125710000000001
110.9,915000.0,330000.0,320.0,231.0,123080.0,82536.0,0.819144
111.0,720000.0,525000.0,299.0,252.0,124528.0,82536.0,0.9760560000000001
111.1,555000.0,690000.0,321.0,233.0,125976.0,83984.0,0.988379
111.2,1095000.0,150000.0,302.0,253.0,125976.0,83984.0,0.634463
111.3,405000.0,855000.0,308.0,247.0,127424.0,85432.0,0.8868779999999999
111.4,1095000.0,150000.0,312.0,245.0,128872.0,85432.0,0.634463
111.5,510000.0,735000.0,302.0,254.0,128872.0,85432.0,0.968372
111.6,825000.0,420000.0,324.0,235.0,130320.0,86880.0,0.904306
111.7,810000.0,450000.0,304.0,255.0,130320.0,86880.0,0.924528
111.8,525000.0,720000.0,325.0,235.0,130320.0,86880.0,0.9760560000000001
111.9,1080000.0,165000.0,320.0,256.0,131768.0,86880.0,0.649293
112.0,352760.0,900000.0,348.0,240.0,131768.0,86880.0,0.839759
112.1,1224600.0,15000.0,295.0,255.0,91224.0,86880.0,0.512247
112.2,185040.0,1065000.0,264.0,244.0,91224.0,86880.0,0.6686549999999999
112.3,525760.0,720000.0,320.0,256.0,92672.0,86880.0,0.976266
