Time,NewReno_1_Bps,Cubic_2_Bps,Bbr_3_Bps,Dctcp_4_Bps,NewReno_1_PktLoss,Cubic_2_PktLoss,Bbr_3_PktLoss,Dctcp_4_PktLoss,NewReno_1_Cwnd,Cubic_2_Cwnd,Bbr_3_Cwnd,Dctcp_4_Cwnd,JainsFairnessIndex
7.8,575000.0,110000.0,50000.0,510000.0,68.0,81.66666666666667,68.66666666666667,77.33333333333333,57504.0,57559.0,55053.666666666664,60302.333333333336,0.6399696666666667
7.9,0.0,460000.0,490000.0,295000.0,82.0,90.0,69.33333333333333,57.666666666666664,56517.666666666664,57559.0,54563.666666666664,60302.333333333336,0.7189303333333333
8.0,575000.0,145000.0,250000.0,290000.0,82.66666666666667,82.33333333333333,56.333333333333336,79.66666666666667,57731.0,57559.0,54563.666666666664,60192.333333333336,0.7958806666666667
8.1,0.0,430000.0,295000.0,520000.0,82.66666666666667,91.66666666666667,70.33333333333333,59.333333333333336,57731.0,59419.666666666664,55079.333333333336,60192.333333333336,0.7141909999999999
8.2,570000.0,310000.0,300000.0,65000.0,83.66666666666667,82.66666666666667,59.666666666666664,71.33333333333333,57807.333333333336,58934.333333333336,55562.0,60078.666666666664,0.7506666666666666
8.3,260000.0,265000.0,295000.0,430360.0,70.33333333333333,93.33333333333333,58.333333333333336,53.0,58290.0,58934.333333333336,55562.0,60078.666666666664,0.9154663333333334
8.4,325000.0,590000.0,285000.0,45000.0,84.33333333333333,80.33333333333333,53.0,54.0,59255.333333333336,60382.333333333336,56044.666666666664,60078.666666666664,0.6823053333333333
8.5,595000.0,200000.0,280000.0,175000.0,83.0,79.66666666666667,50.333333333333336,55.666666666666664,60703.333333333336,60382.333333333336,57492.666666666664,60561.333333333336,0.6682843333333333
8.6,500000.0,301746.6666666667,245000.0,200000.0,70.0,82.0,56.666666666666664,56.0,62151.333333333336,61347.666666666664,57492.666666666664,61044.0,0.6825106666666666
8.7,315000.0,420000.0,315000.0,205000.0,79.33333333333333,79.33333333333333,50.333333333333336,56.666666666666664,62634.0,62313.0,58458.0,61526.666666666664,0.575631
